case_id,failure_mode,why_not_vehicle_shell,what_evidence_would_be_needed,manual_review_needed,not_allowed_conclusion
GTREF_GM_RM011_s0_2,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s260_79,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s260_79,near_field_spread_unresolved,Weak boundary or spread is not enough to assert a shell.,Persistent ridge/hotspot drift or clearer part relation.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s281_83,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s315_84,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s315_85,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s315_85,near_field_spread_unresolved,Weak boundary or spread is not enough to assert a shell.,Persistent ridge/hotspot drift or clearer part relation.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s335_86,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s335_86,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s335_87,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s442_88,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s469_90,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s469_90,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s506_92,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s510_94,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s302_95,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s302_95,gt_boundary_affected,GT quality or boundary effects weaken shell interpretation.,Manual review and temporal context.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s302_95,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s302_96,only_atoms_no_vehicle_scale,Only local scattering atoms are available; atoms are not vehicles.,GT-scale part composition or temporal persistence.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s302_96,parts_too_small_baby_car,Component scale is too small relative to GT vehicle scale.,Vehicle-scale span or multiple parts matching GT dimensions.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s302_96,gt_boundary_affected,GT quality or boundary effects weaken shell interpretation.,Manual review and temporal context.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s310_97,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s310_97,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s310_98,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s310_98,gt_boundary_affected,GT quality or boundary effects weaken shell interpretation.,Manual review and temporal context.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s310_98,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s315_99,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s315_99,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s315_100,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s315_100,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s315_100,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s315_100,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s317_101,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s317_101,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s317_101,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s317_101,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s317_102,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s317_102,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s317_102,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
