case_id,gt_id,scene,sar_frame,pool_type,gt_quality_label,gt_scale_valid,dominant_shell_pattern,shell_parts_used,n_atoms,n_vehicle_parts,n_shell_parts,shell_long_axis_span,shell_short_axis_span,shell_to_gt_width_ratio,shell_to_gt_height_ratio,shell_to_gt_area_ratio,gt_scale_compatible,baby_car_risk,shell_physical_interpretation,vehicle_shell_supported,manual_review_needed,posthoc_only,notes
GTREF_GM_RM011_s58_70,70,GM_RM011,58,gm011_waiting_object_stream,review_multi_structure,yes,bilateral_edges,body_block_or_part;endpoint_or_edge_part,6,2,0,53.411,20.386,0.7597,0.1224,0.0634,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s73_71,71,GM_RM011,73,gm011_waiting_object_stream,good,yes,weak_boundary_shell,body_block_or_part,7,1,0,50.314,32.566,0.7211,0.1917,0.0413,uncertain,no,weak but structured boundary; manual review should check shell continuity.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s244_72,72,GM_RM011,244,gm011_waiting_object_stream,good,yes,bilateral_edges,SHELL_0073,6,2,1,62.615,28.811,0.9436,0.188,0.1254,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s244_73,73,GM_RM011,244,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0074,5,3,1,47.372,20.613,0.6025,0.1331,0.1181,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s244_74,74,GM_RM011,244,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,SHELL_0075,6,2,1,57.091,22.697,0.7606,0.1662,0.1297,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s256_75,75,GM_RM011,256,gm011_waiting_object_stream,good,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,34.787,23.898,0.4875,0.1688,0.0624,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s256_76,76,GM_RM011,256,gm011_waiting_object_stream,good,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,58.571,19.801,0.6841,0.1312,0.0753,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s256_77,77,GM_RM011,256,gm011_waiting_object_stream,good,yes,bilateral_edges,SHELL_0078,6,2,1,73.69,42.847,0.9033,0.2908,0.1349,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s260_78,78,GM_RM011,260,gm011_waiting_object_stream,good,yes,bilateral_edges,SHELL_0079,6,2,1,52.315,20.554,0.6679,0.1297,0.116,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s260_79,79,GM_RM011,260,gm011_waiting_object_stream,good,yes,weak_boundary_shell,body_block_or_part,7,1,0,31.547,21.066,0.4299,0.1241,0.0313,uncertain,no,weak but structured boundary; manual review should check shell continuity.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s260_80,80,GM_RM011,260,gm011_waiting_object_stream,good,yes,bilateral_edges,SHELL_0081,6,2,1,53.485,28.394,0.6708,0.1706,0.1264,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s281_81,81,GM_RM011,281,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0082,5,3,1,56.951,24.077,0.7942,0.153,0.13,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s281_82,82,GM_RM011,281,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0083,5,3,1,64.591,24.157,0.833,0.1435,0.1256,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s281_83,83,GM_RM011,281,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,64.034,32.963,0.844,0.2009,0.0699,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s315_84,84,GM_RM011,315,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,45.542,25.216,0.6496,0.1765,0.0745,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s315_85,85,GM_RM011,315,gm011_waiting_object_stream,good,yes,weak_boundary_shell,body_block_or_part,7,1,0,53.516,45.912,0.7242,0.2815,0.0679,uncertain,no,weak but structured boundary; manual review should check shell continuity.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s335_86,86,GM_RM011,335,gm011_waiting_object_stream,review_too_large,no,bilateral_edges,SHELL_0087,6,2,1,52.369,30.61,0.6522,0.1518,0.1079,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s335_87,87,GM_RM011,335,gm011_waiting_object_stream,good,yes,side_ridge_shell,body_block_or_part,0,1,0,66.463,32.022,0.4755,0.4863,0.1502,uncertain,no,dominant lower_side ridge acts as body-side strip; opposite side may be weaker.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s442_88,88,GM_RM011,442,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,0,1,0,71.885,35.179,0.5052,0.4697,0.1511,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s444_89,89,GM_RM011,444,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,C001,1,0,1,78.032,39.739,0.5157,0.5858,0.1933,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s469_90,90,GM_RM011,469,gm011_waiting_object_stream,good,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,48.199,24.217,0.3687,0.319,0.1055,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s506_91,91,GM_RM011,506,gm011_waiting_object_stream,good,yes,side_ridge_shell,C001,1,0,1,107.976,54.683,0.7212,0.7517,0.3427,yes,no,dominant right_side ridge acts as body-side strip; opposite side may be weaker.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s506_92,92,GM_RM011,506,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,1,1,0,75.334,34.065,0.5204,0.4777,0.1559,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s510_93,93,GM_RM011,510,gm011_waiting_object_stream,good,yes,block_shell,C001,3,0,1,118.673,49.825,0.7846,0.6557,0.3181,yes,no,block-like body response needs edge or endpoint relation before shell claim.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s510_94,94,GM_RM011,510,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,51.017,24.853,0.3702,0.3519,0.0846,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s302_95,95,GM_RM017,302,paired_215,review_low_energy,yes,bilateral_edges,body_block_or_part;side_ridge_or_strip,6,2,0,51.979,19.48,0.3788,0.2856,0.0769,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s302_96,96,GM_RM017,302,sar_only,review_low_energy,yes,no_shell,,8,0,0,0,0,0,0,0,no,yes,available components do not reach vehicle-scale shell grammar.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s310_97,97,GM_RM017,310,dropout_special,review_multi_structure,no,enclosed_shell,SHELL_0098,5,3,1,35.5,14.579,0.2347,0.2101,0.0792,uncertain,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s310_98,98,GM_RM017,310,paired_215,review_extreme_aspect,no,bilateral_edges,body_block_or_part;side_ridge_or_strip,6,2,0,66.762,22.396,0.3978,0.3358,0.088,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s315_99,99,GM_RM017,315,paired_215,review_multi_structure,yes,strip_plus_endpoint,SHELL_0100,6,2,1,67.617,20.179,0.4696,0.2874,0.1097,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s315_100,100,GM_RM017,315,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;side_ridge_or_strip,6,2,0,64.763,25.926,0.4112,0.3982,0.1044,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s317_101,101,GM_RM017,317,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;side_ridge_or_strip,6,2,0,66.271,26.775,0.4424,0.3901,0.1016,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s317_102,102,GM_RM017,317,paired_215,review_multi_structure,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,95.607,17.808,0.5835,0.2594,0.0711,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s319_103,103,GM_RM017,319,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,71.336,20.914,0.4724,0.2872,0.0648,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s319_104,104,GM_RM017,319,paired_215,review_multi_structure,yes,strip_plus_endpoint,body_block_or_part,7,1,0,63.815,29.097,0.401,0.4149,0.0852,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s321_105,105,GM_RM017,321,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;side_ridge_or_strip,6,2,0,64.947,29.09,0.4206,0.3905,0.1093,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s321_106,106,GM_RM017,321,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;endpoint_or_edge_part,6,2,0,64.953,22.024,0.438,0.3342,0.089,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s323_107,107,GM_RM017,323,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;side_ridge_or_strip,6,2,0,59.566,26.238,0.3918,0.3408,0.1024,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s323_108,108,GM_RM017,323,paired_215,review_multi_structure,yes,strip_plus_endpoint,body_block_or_part,7,1,0,67.48,23.34,0.4121,0.3447,0.0808,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s325_109,109,GM_RM017,325,paired_215,good,yes,bilateral_edges,body_block_or_part;endpoint_or_edge_part,6,2,0,56.128,26.347,0.3832,0.3882,0.1064,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
